model,participant_id,eit_version,filename,sentence_num,stimulus,raw_transcript,clean_transcript
small,038012,2A,038012_EIT-2A.mp3,20,El niño al que se le murió el gato está triste,"», es que está viendo aquí. Esa es la❗ de Libro ...cke narrar la mesa ... hay mucho ejemplo pero...","», es que está viendo aquí. Esa es la❗ de Libro ...cke narrar la mesa ... hay mucho ejemplo pero"
small,038012,2A,038012_EIT-2A.mp3,21,Una amiga mía cuida a los niños de mi vecino,,
small,038012,2A,038012_EIT-2A.mp3,22,El gato que era negro fue perseguido por el perro,,
small,038012,2A,038012_EIT-2A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,,
small,038012,2A,038012_EIT-2A.mp3,24,La cantidad de personas que fuman ha disminuido,,
small,038012,2A,038012_EIT-2A.mp3,25,Después de llegar a casa del trabajo tomé la cena,,
small,038012,2A,038012_EIT-2A.mp3,26,El ladrón al que atrapó la policía era famoso,,
small,038012,2A,038012_EIT-2A.mp3,27,Le pedí a un amigo que me ayudara con la tarea,,
small,038012,2A,038012_EIT-2A.mp3,28,El examen no fue tan difícil como me habían dicho,,
small,038012,2A,038012_EIT-2A.mp3,29,¿Serías tan amable de darme el libro que está en la mesa?,,
small,038012,2A,038012_EIT-2A.mp3,30,Hay mucha gente que no toma nada para el desayuno,,
small,038015,1A,038015_EIT-1A.mp3,1,Quiero cortarme el pelo,El libro está en la mesa.,El libro está en la mesa
small,038015,1A,038015_EIT-1A.mp3,2,El libro está en la mesa,El carro no tiene pelo.,El carro no tiene pelo
small,038015,1A,038015_EIT-1A.mp3,3,El carro lo tiene Pedro,El seducha cada mañana.,El seducha cada mañana
small,038015,1A,038015_EIT-1A.mp3,4,El se ducha cada mañana,¿Qué dice usted es que va a ser arrojado?,¿Qué dice usted es que va a ser arrojado?
small,038015,1A,038015_EIT-1A.mp3,5,¿Qué dice usted que va a hacer hoy?,Tuvo que se permanejar bien.,Tuvo que se permanejar bien
small,038015,1A,038015_EIT-1A.mp3,6,Dudo que sepa manejar muy bien,Las calles de esta ciudad son muy anches.,Las calles de esta ciudad son muy anches
small,038015,1A,038015_EIT-1A.mp3,7,Las calles de esta ciudad son muy anchas,Puede que lleva mañana todo el día.,Puede que lleva mañana todo el día
small,038015,1A,038015_EIT-1A.mp3,8,Puede que llueva mañana todo el día,Las casas son muy bonitos pero caras.,Las casas son muy bonitos pero caras
small,038015,1A,038015_EIT-1A.mp3,9,Las casas son muy bonitas pero caras,Me gustan las películas que acaban bien.,Me gustan las películas que acaban bien
small,038015,1A,038015_EIT-1A.mp3,10,Me gustan las películas que acaban bien,El chico con esto algo es español.,El chico con esto algo es español
small,038015,1A,038015_EIT-1A.mp3,11,El chico con el que yo salgo es español,Después de cenar me fui a dormir tranquilo.,Después de cenar me fui a dormir tranquilo
small,038015,1A,038015_EIT-1A.mp3,12,Después de cenar me fui a dormir tranquilo,Quiero una casa en Cali vivan mis animales.,Quiero una casa en Cali vivan mis animales
small,038015,1A,038015_EIT-1A.mp3,13,Quiero una casa en la que vivan mis animales,A nosotros nos fascinan las fiestas grandes.,A nosotros nos fascinan las fiestas grandes
small,038015,1A,038015_EIT-1A.mp3,14,A nosotros nos fascinan las fiestas grandiosas,Ella solo bebe cerveza y come nada.,Ella solo bebe cerveza y come nada
small,038015,1A,038015_EIT-1A.mp3,15,Ella sólo bebe cerveza y no come nada,Me gustaría las precios cajas.,Me gustaría las precios cajas
small,038015,1A,038015_EIT-1A.mp3,16,Me gustaría que el precio de las casas bajara,cruza a la derecha y sigue el toro resto.,Cruza a la derecha y sigue el toro resto
small,038015,1A,038015_EIT-1A.mp3,17,Cruza a la derecha y después sigue todo recto,ello ha terminado a suspentar su apartamento,Ello ha terminado a suspentar su apartamento
small,038015,1A,038015_EIT-1A.mp3,18,Ella ha terminado de pintar su apartamento,Me gustaría hacer más calor pronto.,Me gustaría hacer más calor pronto
small,038015,1A,038015_EIT-1A.mp3,19,Me gustaría que empezara a hacer más calor pronto,El niño que se murió del gato y está triste.,El niño que se murió del gato y está triste
small,038015,1A,038015_EIT-1A.mp3,20,El niño al que se le murió el gato está triste,un amigo me cuidó a los niños,Un amigo me cuidó a los niños
small,038015,1A,038015_EIT-1A.mp3,21,Una amiga mía cuida a los niños de mi vecino,El gato negro fue perseguido por el perro.,El gato negro fue perseguido por el perro
small,038015,1A,038015_EIT-1A.mp3,22,El gato que era negro fue perseguido por el perro,"Antes de tener salir, limpiar el cuarto.","Antes de tener salir, limpiar el cuarto"
small,038015,1A,038015_EIT-1A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,"La cantidad de personas que fuman es... Después de llegar a la casa, después del trabajo, come la cena.","La cantidad de personas que fuman es... Después de llegar a la casa, después del trabajo, come la cena"
small,038015,1A,038015_EIT-1A.mp3,24,La cantidad de personas que fuman ha disminuido,El otro que atrapó con la publicidad era famosa.,El otro que atrapó con la publicidad era famosa
small,038015,1A,038015_EIT-1A.mp3,25,Después de llegar a casa del trabajo tomé la cena,le pedí a un amigo que me ayudó en la tarea.,Le pedí a un amigo que me ayudó en la tarea
small,038015,1A,038015_EIT-1A.mp3,26,El ladrón al que atrapó la policía era famoso,El prueba no fue difícil mejor dicho.,El prueba no fue difícil mejor dicho
small,038015,1A,038015_EIT-1A.mp3,27,Le pedí a un amigo que me ayudara con la tarea,Serías tan amables puede darme el libro en el mesa.,Serías tan amables puede darme el libro en el mesa
small,038015,1A,038015_EIT-1A.mp3,28,El examen no fue tan difícil como me habían dicho,Hay mucha gente que no toma nada para el desayuno.,Hay mucha gente que no toma nada para el desayuno
small,038015,1A,038015_EIT-1A.mp3,29,¿Serías tan amable de darme el libro que está en la mesa?,,
small,038015,1A,038015_EIT-1A.mp3,30,Hay mucha gente que no toma nada para el desayuno,,
medium,038010,2A,038010_EIT-2A.mp3,1,Quiero cortarme el pelo,Quiero cortarme el pelo.,Quiero cortarme el pelo
medium,038010,2A,038010_EIT-2A.mp3,2,El libro está en la mesa,El libro está en la mesa. El carro lo tiene pelo. El se ducha cada mañana. El se ducha cada mañana.,El libro está en la mesa. El carro lo tiene pelo. El se ducha cada mañana. El se ducha cada mañana
medium,038010,2A,038010_EIT-2A.mp3,3,El carro lo tiene Pedro,¿Qué dice usted que va a hacer hoy? ¿Qué dice usted que va a hacer hoy? Dudo que sepa manejar muy bien.,¿Qué dice usted que va a hacer hoy? ¿Qué dice usted que va a hacer hoy? Dudo que sepa manejar muy bien
medium,038010,2A,038010_EIT-2A.mp3,4,El se ducha cada mañana,Dudo que sepa manejar muy bien. Las calles de esta ciudad son muy anchas. Las calles de esta ciudad son muy anchas.,Dudo que sepa manejar muy bien. Las calles de esta ciudad son muy anchas. Las calles de esta ciudad son muy anchas
medium,038010,2A,038010_EIT-2A.mp3,5,¿Qué dice usted que va a hacer hoy?,Puede que llueva mañana todo el día.,Puede que llueva mañana todo el día
medium,038010,2A,038010_EIT-2A.mp3,6,Dudo que sepa manejar muy bien,Puede que llueva mañana todo el día. el día. Las casas son muy bonitas pero caras. Me gustan las películas que acaban bien.,Puede que llueva mañana todo el día. el día. Las casas son muy bonitas pero caras. Me gustan las películas que acaban bien
medium,038010,2A,038010_EIT-2A.mp3,7,Las calles de esta ciudad son muy anchas,El chico con el que yo salgo es español.,El chico con el que yo salgo es español
medium,038010,2A,038010_EIT-2A.mp3,8,Puede que llueva mañana todo el día,El chico que hago es español.,El chico que hago es español
medium,038010,2A,038010_EIT-2A.mp3,9,Las casas son muy bonitas pero caras,"Después de cenar, me fui a dormir tranquilo.","Después de cenar, me fui a dormir tranquilo"
medium,038010,2A,038010_EIT-2A.mp3,10,Me gustan las películas que acaban bien,Quiero una casa en la que vivan animales. Quiero una casa en la que vivan animales.,Quiero una casa en la que vivan animales. Quiero una casa en la que vivan animales
medium,038010,2A,038010_EIT-2A.mp3,11,El chico con el que yo salgo es español,A nosotros nos fascinan las fiestas grandiosas.,A nosotros nos fascinan las fiestas grandiosas
medium,038010,2A,038010_EIT-2A.mp3,12,Después de cenar me fui a dormir tranquilo,A nosotros...,A nosotros
medium,038010,2A,038010_EIT-2A.mp3,13,Quiero una casa en la que vivan mis animales,Ella solo bebe cerveza y no come nada.,Ella solo bebe cerveza y no come nada
medium,038010,2A,038010_EIT-2A.mp3,14,A nosotros nos fascinan las fiestas grandiosas,Me gustaría que el precio de las casas fuera nada.,Me gustaría que el precio de las casas fuera nada
medium,038010,2A,038010_EIT-2A.mp3,15,Ella sólo bebe cerveza y no come nada,Me gustaría...,Me gustaría
medium,038010,2A,038010_EIT-2A.mp3,16,Me gustaría que el precio de las casas bajara,Cursa a la derecha y después sigue todo recto.,Cursa a la derecha y después sigue todo recto
medium,038010,2A,038010_EIT-2A.mp3,17,Cruza a la derecha y después sigue todo recto,Ella ha terminado de pintar su apartamento.,Ella ha terminado de pintar su apartamento
medium,038010,2A,038010_EIT-2A.mp3,18,Ella ha terminado de pintar su apartamento,Ella terminar pinta su apartamento.,Ella terminar pinta su apartamento
medium,038010,2A,038010_EIT-2A.mp3,19,Me gustaría que empezara a hacer más calor pronto,Me gustaría que empezara a hacer más calor pronto.,Me gustaría que empezara a hacer más calor pronto
medium,038010,2A,038010_EIT-2A.mp3,20,El niño al que se le murió el gato está triste,"El niño al que se le murió el gato está triste. El niño a que se murió el gato, triste. Una amiga mía cuidó a los niños de mi vecino. Una amiga mía cuidó a los niños.","El niño al que se le murió el gato está triste. El niño a que se murió el gato, triste. Una amiga mía cuidó a los niños de mi vecino. Una amiga mía cuidó a los niños"
medium,038010,2A,038010_EIT-2A.mp3,21,Una amiga mía cuida a los niños de mi vecino,El gato que era negro.,El gato que era negro
medium,038010,2A,038010_EIT-2A.mp3,22,El gato que era negro fue perseguido por el perro,Antes de poder salir tiene que limpiar su cuarto.,Antes de poder salir tiene que limpiar su cuarto
medium,038010,2A,038010_EIT-2A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,La cantidad de personas que fuman ha disminuido. La cantidad de personas que fuman.,La cantidad de personas que fuman ha disminuido. La cantidad de personas que fuman
medium,038010,2A,038010_EIT-2A.mp3,24,La cantidad de personas que fuman ha disminuido,"Después de llegar a casa, el trabajo se tomó de la sed. Después de llegar a casa.","Después de llegar a casa, el trabajo se tomó de la sed. Después de llegar a casa"
medium,038010,2A,038010_EIT-2A.mp3,25,Después de llegar a casa del trabajo tomé la cena,El ladrón policía era famoso.,El ladrón policía era famoso
medium,038010,2A,038010_EIT-2A.mp3,26,El ladrón al que atrapó la policía era famoso,Le pedí a un amigo que ayude a la tarea.,Le pedí a un amigo que ayude a la tarea
medium,038010,2A,038010_EIT-2A.mp3,27,Le pedí a un amigo que me ayudara con la tarea,El examen no fue tan difícil como me habían dicho.,El examen no fue tan difícil como me habían dicho
medium,038010,2A,038010_EIT-2A.mp3,28,El examen no fue tan difícil como me habían dicho,¿El examen no tan difícil?,¿El examen no tan difícil?
medium,038010,2A,038010_EIT-2A.mp3,29,¿Serías tan amable de darme el libro que está en la mesa?,"Sí, es tan amable de darme el libro que está en la mesa.","Sí, es tan amable de darme el libro que está en la mesa"
medium,038010,2A,038010_EIT-2A.mp3,30,Hay mucha gente que no toma nada para el desayuno,Hay mucha gente que no toma nada para el desayuno.,Hay mucha gente que no toma nada para el desayuno
medium,038011,1A,038011_EIT-1A.mp3,1,Quiero cortarme el pelo,Quiero cortarme el pelo.,Quiero cortarme el pelo
medium,038011,1A,038011_EIT-1A.mp3,2,El libro está en la mesa,El libro está en la mesa.,El libro está en la mesa
medium,038011,1A,038011_EIT-1A.mp3,3,El carro lo tiene Pedro,El carro no tiene pelo.,El carro no tiene pelo
medium,038011,1A,038011_EIT-1A.mp3,4,El se ducha cada mañana,El se ducha cada mañana.,El se ducha cada mañana
medium,038011,1A,038011_EIT-1A.mp3,5,¿Qué dice usted que va a hacer hoy?,¿Qué dice usted que va a hacer hoy?,¿Qué dice usted que va a hacer hoy?
medium,038011,1A,038011_EIT-1A.mp3,6,Dudo que sepa manejar muy bien,Tuvo que se manejar bien.,Tuvo que se manejar bien
medium,038011,1A,038011_EIT-1A.mp3,7,Las calles de esta ciudad son muy anchas,Las calles de esta ciudad son muy anchas.,Las calles de esta ciudad son muy anchas
medium,038011,1A,038011_EIT-1A.mp3,8,Puede que llueva mañana todo el día,Las calles en salida muchas años. Puede que lleva mañana todo el día. Puede que lleva mañana todo el día.,Las calles en salida muchas años. Puede que lleva mañana todo el día. Puede que lleva mañana todo el día
medium,038011,1A,038011_EIT-1A.mp3,9,Las casas son muy bonitas pero caras,Las casas son muy bonitas pero caras. Las casas son muy bonitas pero caras.,Las casas son muy bonitas pero caras. Las casas son muy bonitas pero caras
medium,038011,1A,038011_EIT-1A.mp3,10,Me gustan las películas que acaban bien,Me gusta las películas que acaban bien.,Me gusta las películas que acaban bien
medium,038011,1A,038011_EIT-1A.mp3,11,El chico con el que yo salgo es español,El chico con el que yo salgo es español.,El chico con el que yo salgo es español
medium,038011,1A,038011_EIT-1A.mp3,12,Después de cenar me fui a dormir tranquilo,Después de cenar voy a dormir tranquilo.,Después de cenar voy a dormir tranquilo
medium,038011,1A,038011_EIT-1A.mp3,13,Quiero una casa en la que vivan mis animales,"Después de cenar, me fui a poner tranquilo.","Después de cenar, me fui a poner tranquilo"
medium,038011,1A,038011_EIT-1A.mp3,14,A nosotros nos fascinan las fiestas grandiosas,Quiero una casa que viven a mis animales.,Quiero una casa que viven a mis animales
medium,038011,1A,038011_EIT-1A.mp3,15,Ella sólo bebe cerveza y no come nada,A nosotros que los vistas.,A nosotros que los vistas
medium,038011,1A,038011_EIT-1A.mp3,16,Me gustaría que el precio de las casas bajara,Ella solo bebe cerveza y no come nada. Ella solo bebe cerveza y no come nada.,Ella solo bebe cerveza y no come nada. Ella solo bebe cerveza y no come nada
medium,038011,1A,038011_EIT-1A.mp3,17,Cruza a la derecha y después sigue todo recto,Me gustaría que el precio de las casas bajara mucho. Me gustaría los precios de la caras palada.,Me gustaría que el precio de las casas bajara mucho. Me gustaría los precios de la caras palada
medium,038011,1A,038011_EIT-1A.mp3,18,Ella ha terminado de pintar su apartamento,Cruza a la derecha y después sigue todo recto.,Cruza a la derecha y después sigue todo recto
medium,038011,1A,038011_EIT-1A.mp3,19,Me gustaría que empezara a hacer más calor pronto,Cruza a la derecha y siga derecho. Ella ha terminado de pintar su apartamento.,Cruza a la derecha y siga derecho. Ella ha terminado de pintar su apartamento
medium,038011,1A,038011_EIT-1A.mp3,20,El niño al que se le murió el gato está triste,Ella ha terminado los apartamientos.,Ella ha terminado los apartamientos
medium,038011,1A,038011_EIT-1A.mp3,21,Una amiga mía cuida a los niños de mi vecino,Me gustaría que empezara a hacer más calor pronto.,Me gustaría que empezara a hacer más calor pronto
medium,038011,1A,038011_EIT-1A.mp3,22,El gato que era negro fue perseguido por el perro,Me gustaría las hacer pronto.,Me gustaría las hacer pronto
medium,038011,1A,038011_EIT-1A.mp3,23,Antes de poder salir él tiene que limpiar su cuarto,El niño que se murió al gato está triste.,El niño que se murió al gato está triste
